# Synthetic disentangled spectrum for the MINATO SPAN tutorial.
# Generated from PoWR GAL-OB-Vd3 models 32-40 and 22-42; see provenance.json.
# wavelength_A normalised_flux marginal_flux_error_1sigma
4248.334213 1.02249583 0.02656990
4248.369641 1.00188139 0.02656853
4248.405069 0.98371479 0.02883687
4248.440497 1.00989724 0.02745170
4248.475925 0.99377096 0.02559006
4248.511354 0.97746491 0.02514294
4248.546782 1.03500448 0.02815472
4248.582212 1.02998237 0.02981480
4248.617641 0.98918086 0.02756357
4248.653071 1.00001675 0.02956808
4248.688501 0.99949641 0.02959309
4248.723932 1.02765950 0.02744569
4248.759362 1.03761393 0.02596684
4248.794793 1.03244559 0.02579326
4248.830224 1.01571538 0.02468695
4248.865656 0.97829300 0.02394725
4248.901088 1.01572314 0.02735614
4248.936520 1.03678656 0.02669142
4248.971953 1.04120245 0.02756863
4249.007385 1.01042726 0.02548186
4249.042818 1.01192037 0.02782409
4249.078252 1.02974513 0.02716415
4249.113685 1.00579439 0.02553122
4249.149119 1.04853242 0.02709135
4249.184554 1.06797297 0.02434518
4249.219988 1.01529601 0.02581677
4249.255423 1.00591549 0.02905988
4249.290858 1.03241988 0.02800836
4249.326293 0.99523218 0.02590558
4249.361729 1.03530745 0.02698538
4249.397165 1.00802828 0.02696515
4249.432601 0.99044045 0.02368151
4249.468038 0.98999303 0.02519178
4249.503475 0.97674701 0.02861807
4249.538912 0.94246714 0.02437221
4249.574350 0.98536196 0.02946241
4249.609787 1.03159491 0.02617674
4249.645226 1.04588063 0.02852073
4249.680664 1.01285059 0.03017316
4249.716103 1.02879307 0.02415583
4249.751542 1.01904645 0.03071291
4249.786981 1.00571119 0.02405914
4249.822420 0.98119935 0.02931952
4249.857860 0.98342417 0.02782587
4249.893300 1.02548241 0.02642579
4249.928741 1.00947860 0.02752016
4249.964182 0.94033922 0.03000645
4249.999623 0.99140318 0.02708904
4250.035064 1.03175232 0.02788932
4250.070506 0.98025269 0.02643804
4250.105947 0.99823901 0.02654635
4250.141390 1.03899728 0.02467180
4250.176832 1.04319695 0.02456155
4250.212275 1.01226651 0.02821466
4250.247718 0.97618643 0.02631660
4250.283161 1.02710989 0.02531572
4250.318605 1.05786788 0.02565459
4250.354049 1.03386206 0.02800581
4250.389493 1.01924675 0.02864825
4250.424938 1.02092732 0.02636237
4250.460383 0.99534959 0.02751649
4250.495828 1.02649512 0.02824930
4250.531274 1.02922273 0.02841094
4250.566719 0.95988732 0.02836834
4250.602165 0.98884304 0.02821037
4250.637612 0.99279874 0.03024755
4250.673058 1.05043542 0.02778151
4250.708505 1.03229126 0.03137823
4250.743953 0.96616415 0.02542626
4250.779400 1.00063432 0.02734188
4250.814848 1.02269647 0.03121660
4250.850296 1.00351147 0.02813200
4250.885744 1.03147133 0.02344220
4250.921193 1.03945012 0.02685612
4250.956642 0.99096532 0.02644898
4250.992092 0.96862224 0.02738127
4251.027541 1.04900053 0.02902237
4251.062991 1.00952735 0.02890559
4251.098441 1.00286804 0.02739087
4251.133892 1.03059010 0.02479523
4251.169343 1.01050016 0.02806212
4251.204794 1.01669830 0.02648493
4251.240245 1.01476380 0.02352588
4251.275697 1.00966611 0.02254955
4251.311149 1.03286359 0.02581568
4251.346601 0.97246109 0.02742496
4251.382053 0.96402092 0.02788831
4251.417506 1.01562824 0.02946407
4251.452959 1.00912788 0.02928549
4251.488413 1.00258658 0.02384455
4251.523867 1.01483653 0.02676947
4251.559321 0.97351461 0.02669561
4251.594775 1.01210032 0.02956743
4251.630230 1.01120871 0.02609763
4251.665685 1.03758587 0.02467649
4251.701140 0.99736913 0.02875923
4251.736595 0.96665794 0.02465196
4251.772051 0.93481668 0.02778802
4251.807507 0.98856658 0.03033662
4251.842964 0.99263840 0.02619194
4251.878420 1.00320652 0.02810464
4251.913877 1.00119572 0.02603929
4251.949335 0.98880785 0.02929700
4251.984792 0.97685274 0.02764385
4252.020250 0.95577260 0.02682952
4252.055708 1.02815758 0.03037717
4252.091167 0.97968428 0.02757583
4252.126626 1.00684059 0.02607635
4252.162085 1.02050783 0.02644038
4252.197544 0.99525216 0.03036929
4252.233004 1.03723999 0.02840190
4252.268464 0.98349151 0.02746355
4252.303924 0.97887513 0.02495154
4252.339384 0.96329778 0.03090377
4252.374845 0.99562701 0.02448924
4252.410306 0.95590643 0.02829696
4252.445768 0.98957167 0.03121547
4252.481230 0.99689410 0.02840884
4252.516692 0.99596494 0.02888055
4252.552154 0.96900670 0.03045564
4252.587616 0.98500166 0.02593352
4252.623079 0.96047585 0.02757209
4252.658543 1.00124908 0.02698577
4252.694006 1.01661312 0.02808057
4252.729470 1.06580800 0.02607333
4252.764934 0.98266727 0.02885729
4252.800398 0.95903296 0.02698496
4252.835863 0.95057910 0.02752269
4252.871328 0.99024361 0.02463115
4252.906793 0.94420554 0.02435772
4252.942259 0.97523543 0.02589858
4252.977725 1.00020843 0.02986317
4253.013191 0.98491648 0.02827621
4253.048657 0.95521476 0.02623848
4253.084124 1.01211426 0.02711561
4253.119591 0.94386388 0.02496958
4253.155059 0.95940764 0.03027608
4253.190526 0.96532741 0.02681700
4253.225994 0.94094494 0.03027793
4253.261462 0.96360901 0.02688375
4253.296931 1.00496566 0.02926500
4253.332400 0.99531540 0.02822248
4253.367869 0.98437355 0.02650776
4253.403338 0.98236619 0.02935247
4253.438808 1.01264416 0.02518193
4253.474278 0.97547492 0.02701707
4253.509748 1.01393445 0.02641296
4253.545219 1.00751270 0.02713654
4253.580690 0.94773779 0.02737523
4253.616161 0.97940797 0.02723244
4253.651632 0.99014840 0.03011835
4253.687104 0.98687632 0.02561362
4253.722576 0.98927337 0.02920591
4253.758049 0.95385688 0.02799072
4253.793521 1.00037115 0.02925078
4253.828994 1.02317037 0.02900226
4253.864468 0.99392773 0.02630774
4253.899941 0.99931671 0.02392339
4253.935415 0.97074689 0.03070563
4253.970889 0.95029572 0.03014341
4254.006364 0.96643628 0.02700891
4254.041838 0.94026769 0.02877456
4254.077313 1.01162634 0.03071181
4254.112789 0.98458485 0.02346687
4254.148264 0.95645146 0.02966523
4254.183740 0.98483468 0.02898514
4254.219217 0.97076604 0.02579626
4254.254693 0.98014044 0.02637783
4254.290170 0.94823994 0.02904063
4254.325647 0.95236407 0.02669171
4254.361124 0.96578067 0.02948173
4254.396602 1.00974798 0.02563248
4254.432080 0.96593216 0.03236002
4254.467558 0.93987273 0.02634243
4254.503037 1.00402847 0.02831100
4254.538516 0.95745296 0.02816392
4254.573995 0.98156748 0.02763607
4254.609475 0.95898553 0.02561527
4254.644954 1.01238830 0.02933680
4254.680434 1.00029277 0.02973521
4254.715915 1.00426669 0.02741388
4254.751395 0.98367893 0.02624742
4254.786876 0.96326767 0.02788426
4254.822358 1.00109434 0.02769192
4254.857839 1.02051381 0.02349343
4254.893321 0.98202314 0.02493294
4254.928803 0.98826596 0.02929638
4254.964286 0.99284630 0.02711221
4254.999768 1.00398126 0.02768222
4255.035251 1.01393408 0.02664012
4255.070735 1.00710612 0.02477321
4255.106218 0.99178897 0.02558156
4255.141702 1.02806779 0.02823908
4255.177186 1.02446046 0.03176451
4255.212671 1.02461858 0.02664483
4255.248156 1.02096817 0.02537777
4255.283641 0.98784581 0.02673019
4255.319126 1.03649743 0.02937652
4255.354612 1.01242443 0.03177795
4255.390098 0.97113959 0.02825931
4255.425584 0.98816315 0.02844257
4255.461071 0.99537560 0.02854557
4255.496558 1.01021518 0.02471508
4255.532045 0.99217275 0.02716602
4255.567532 1.01338918 0.02299674
4255.603020 1.01990857 0.02758519
4255.638508 1.02113768 0.02862020
4255.673996 0.98326738 0.02823080
4255.709485 0.98155258 0.02598364
4255.744974 0.96519649 0.02504341
4255.780463 0.96973346 0.02538050
4255.815953 1.01995919 0.02971545
4255.851443 1.00276149 0.02722524
4255.886933 1.03823667 0.02907223
4255.922423 0.97027994 0.02651981
4255.957914 1.03679844 0.02526099
4255.993405 0.99525182 0.02745812
4256.028896 1.02089925 0.02753257
4256.064388 0.99273033 0.02843376
4256.099880 1.02614563 0.02641990
4256.135372 1.04522529 0.02613038
4256.170864 0.99851639 0.02634937
4256.206357 0.98306312 0.02652155
4256.241850 0.96334097 0.02842088
4256.277344 1.02320787 0.02616959
4256.312837 1.01408319 0.02749295
4256.348331 1.01632633 0.02705017
4256.383826 0.99120067 0.02670619
4256.419320 0.95543030 0.02720424
4256.454815 0.96975909 0.02529501
4256.490310 0.99679799 0.02453405
4256.525806 1.01663392 0.02537569
4256.561301 0.98374410 0.02828023
4256.596797 0.95637257 0.02761780
4256.632294 0.97631614 0.03001611
4256.667790 1.04706290 0.02595295
4256.703287 1.01428852 0.02553054
4256.738785 1.05957367 0.02465280
4256.774282 1.03831391 0.02598359
4256.809780 0.97428985 0.02702498
4256.845278 1.01348046 0.02210404
4256.880776 1.01717247 0.02539725
4256.916275 1.00751445 0.02867973
4256.951774 1.04403199 0.02621841
4256.987274 0.94980403 0.02768593
4257.022773 0.96934411 0.03032419
4257.058273 1.02801234 0.02791472
4257.093773 0.94578129 0.02596139
4257.129274 0.97729809 0.02714464
4257.164774 1.01332017 0.02533203
4257.200276 0.99644676 0.02920262
4257.235777 1.00134042 0.02836150
4257.271279 1.01185567 0.02610584
4257.306781 0.95686665 0.02488515
4257.342283 0.99255465 0.02593861
4257.377785 1.03008511 0.02570523
4257.413288 1.02293039 0.02703643
4257.448791 1.02895893 0.03007116
4257.484295 0.99618268 0.02741745
4257.519799 0.99245676 0.02569044
4257.555303 0.97874829 0.03037071
4257.590807 0.99414094 0.02908862
4257.626312 1.03394741 0.02562515
4257.661817 1.04481143 0.02752348
4257.697322 1.01201945 0.02916700
4257.732827 1.05791107 0.02547051
4257.768333 0.97691311 0.02992483
4257.803839 0.96103561 0.02872756
4257.839346 0.99681708 0.02667794
4257.874852 1.07160270 0.02643075
4257.910359 1.01658712 0.02713768
4257.945867 1.01939308 0.02964785
4257.981374 1.00327702 0.02673182
4258.016882 1.02773641 0.02526833
4258.052390 1.03019331 0.02698760
4258.087899 1.00303883 0.02726038
4258.123408 0.97772972 0.02544313
4258.158917 1.03256239 0.02613260
4258.194426 0.99759654 0.02535317
4258.229936 0.97966994 0.02758536
4258.265446 0.98943573 0.03060524
4258.300956 0.97504624 0.02624988
4258.336466 1.02079571 0.02601960
4258.371977 1.04868774 0.02238456
4258.407488 1.03354488 0.02475153
4258.443000 1.07432255 0.02504853
4258.478512 1.02198630 0.02906501
4258.514024 0.99036716 0.02804704
4258.549536 1.00271801 0.02657531
4258.585049 1.00459431 0.02564152
4258.620562 1.03377170 0.02597407
4258.656075 0.99326869 0.02721009
4258.691588 0.96274065 0.02843933
4258.727102 1.04933784 0.02294173
4258.762616 1.02206714 0.02681864
4258.798131 1.00137990 0.03013717
4258.833645 0.98602156 0.02981807
4258.869160 1.04721988 0.02551548
4258.904676 1.00472370 0.02739277
4258.940191 0.99094464 0.02943197
4258.975707 0.98825831 0.03059592
4259.011223 1.02509849 0.02844819
4259.046740 1.02554170 0.02817389
4259.082257 1.01163431 0.02666962
4259.117774 1.00290683 0.02703727
4259.153291 1.01832469 0.02656939
4259.188809 0.98815462 0.03262192
4259.224327 1.05541658 0.02331078
4259.259845 0.98869102 0.02851426
4259.295363 0.96306303 0.02430510
4259.330882 0.99855066 0.02150601
4259.366401 1.03507588 0.02563809
4259.401921 1.02829621 0.02061882
4259.437441 1.00571364 0.02916471
4259.472961 0.99250954 0.02581768
4259.508481 0.99512457 0.02647205
4259.544002 1.01491241 0.02671884
4259.579523 0.96672782 0.02673634
4259.615044 1.01953586 0.02982394
4259.650565 0.99080229 0.02743757
4259.686087 0.99401926 0.02960769
4259.721609 0.98987849 0.02580164
4259.757132 1.02463037 0.02664435
4259.792654 1.00967958 0.02559334
4259.828177 0.99186170 0.02456773
4259.863701 1.02488262 0.02789193
4259.899224 1.03501962 0.02564925
4259.934748 0.97620570 0.02850266
4259.970272 1.02093222 0.02514464
4260.005797 1.01228582 0.02978098
4260.041321 1.02301395 0.02699809
4260.076847 0.99840362 0.02618157
4260.112372 0.99026755 0.02562999
4260.147898 0.97440426 0.02839597
4260.183423 0.98706970 0.02482503
4260.218950 0.97865336 0.02702110
4260.254476 1.02724017 0.02440971
4260.290003 1.02461357 0.02686690
4260.325530 1.01788728 0.02541632
4260.361058 0.99823871 0.02872657
4260.396585 0.99320202 0.02815626
4260.432113 0.98877076 0.02845553
4260.467642 0.93065605 0.02381264
4260.503170 0.97229314 0.02709697
4260.538699 0.99768104 0.02980035
4260.574229 0.97943890 0.02546722
4260.609758 0.97107089 0.02608685
4260.645288 1.01546677 0.02534019
4260.680818 1.01248986 0.02461301
4260.716348 1.03637569 0.02568868
4260.751879 1.02464589 0.02653500
4260.787410 1.01475723 0.02653117
4260.822941 0.99655453 0.02585724
4260.858473 1.04000492 0.02418229
4260.894005 1.00460271 0.02751957
4260.929537 0.99672427 0.02732748
4260.965070 0.96113479 0.02680880
4261.000602 0.98898530 0.02698413
4261.036135 0.94567700 0.02852859
4261.071669 0.97197944 0.02367212
4261.107202 1.02304386 0.02657276
4261.142736 1.02076605 0.02733030
4261.178271 1.00168173 0.02626672
4261.213805 0.98998219 0.02792627
4261.249340 0.97257607 0.02695318
4261.284875 0.98763843 0.02715440
4261.320411 1.03563548 0.02483021
4261.355946 1.04672907 0.02644426
4261.391482 1.00820704 0.02462334
4261.427019 0.98887622 0.02826354
4261.462555 1.00982665 0.02885316
4261.498092 1.01979343 0.02768097
4261.533629 1.03451436 0.02647616
4261.569167 1.04015015 0.02651513
4261.604705 1.00476789 0.02879580
4261.640243 0.97029910 0.02481798
4261.675781 1.03483165 0.02957119
4261.711320 0.99126490 0.02464240
4261.746859 0.98310367 0.02745502
4261.782398 1.00951924 0.02732418
4261.817938 1.02937749 0.02672518
4261.853478 1.03137775 0.02496258
4261.889018 0.98883724 0.02537222
4261.924558 1.00302051 0.02304408
4261.960099 1.00721470 0.02599819
4261.995640 1.02347916 0.02408888
4262.031182 1.03782471 0.02720445
4262.066723 1.00667335 0.02692092
4262.102265 0.98545752 0.02696535
4262.137807 0.98298139 0.02654711
4262.173350 1.00774133 0.02752918
4262.208893 1.00452896 0.02771216
4262.244436 1.00832665 0.02453090
4262.279979 1.00141348 0.02653926
4262.315523 1.00975117 0.02666613
4262.351067 0.98266088 0.03024176
4262.386612 1.05885522 0.02651069
4262.422156 1.03565057 0.02497548
4262.457701 1.01268697 0.03130725
4262.493246 1.03470791 0.02631364
4262.528792 0.98330666 0.02550017
4262.564338 0.96580278 0.02488026
4262.599884 0.97212041 0.02522241
4262.635430 1.01421933 0.02365701
4262.670977 0.98823915 0.03121716
4262.706524 0.97890405 0.02790987
4262.742071 0.99672934 0.02855301
4262.777619 1.05428915 0.02495938
4262.813167 1.02146944 0.02415064
4262.848715 1.00630476 0.02588779
4262.884263 0.96901841 0.02755065
4262.919812 1.01876772 0.02854320
4262.955361 1.01477314 0.03013054
4262.990911 1.02607559 0.02471883
4263.026460 0.97969167 0.02793850
4263.062010 0.98084325 0.02546720
4263.097560 1.01388314 0.02989926
4263.133111 0.98524259 0.02559644
4263.168662 1.01850379 0.02665286
4263.204213 1.01102193 0.02434058
4263.239764 0.99720182 0.02492916
4263.275316 0.96297939 0.02881920
4263.310868 1.06416369 0.02573765
4263.346421 1.04691686 0.02357631
4263.381973 0.99833333 0.02654890
4263.417526 1.01932851 0.03065439
4263.453079 0.96006306 0.02742403
4263.488633 0.98583235 0.02729448
4263.524187 1.03366009 0.02871748
4263.559741 1.03617460 0.02419530
4263.595295 1.00233344 0.02585814
4263.630850 0.99475762 0.02749510
4263.666405 0.99826308 0.02570113
4263.701960 0.99501068 0.02482704
4263.737516 1.02245008 0.02461266
4263.773072 1.02825498 0.02611833
4263.808628 0.98906358 0.02954640
4263.844184 1.00089434 0.02771285
4263.879741 0.97522533 0.02456744
4263.915298 0.97597033 0.02789527
4263.950856 1.00645294 0.02802471
4263.986413 1.00497539 0.02842726
4264.021971 1.03877003 0.02346911
4264.057529 1.04155012 0.02332275
4264.093088 1.03730257 0.02276939
4264.128647 1.03204624 0.02571640
4264.164206 1.06542541 0.02449129
4264.199765 0.99577638 0.03002577
4264.235325 1.04160460 0.02761310
4264.270885 1.02748038 0.02953958
4264.306446 0.98839845 0.02440359
4264.342006 1.00011114 0.02628983
4264.377567 1.03527216 0.02314277
4264.413128 1.00490706 0.02250010
4264.448690 1.04206379 0.02534430
4264.484252 0.98875822 0.02603637
4264.519814 1.06275292 0.02658086
4264.555376 1.01944611 0.02718794
4264.590939 1.00748840 0.02752695
4264.626502 0.98872868 0.02764807
4264.662065 1.02289684 0.02629947
4264.697629 1.04057443 0.02458604
4264.733193 1.05288924 0.02370767
4264.768757 1.03305163 0.02560381
4264.804322 0.98932750 0.02970237
4264.839886 0.96371444 0.02717901
4264.875451 0.96621321 0.02730120
4264.911017 0.97986041 0.02482594
4264.946582 0.97756005 0.02620430
4264.982148 0.97117635 0.02481469
4265.017715 1.01185245 0.02640939
4265.053281 0.96508246 0.02814908
4265.088848 0.97610049 0.02945179
4265.124415 0.97291583 0.02947944
4265.159983 0.99841134 0.02763668
4265.195550 0.99444439 0.02845740
4265.231119 1.00606681 0.02987737
4265.266687 0.98049981 0.03086122
4265.302256 0.99466901 0.02626228
4265.337824 0.95624748 0.02547701
4265.373394 0.98591398 0.02637993
4265.408963 0.97187926 0.02702879
4265.444533 0.96058605 0.02770374
4265.480103 0.98013733 0.02772416
4265.515674 0.99884671 0.02606433
4265.551244 0.94311601 0.02419613
4265.586815 0.96733573 0.02518287
4265.622387 0.95631743 0.02430571
4265.657958 0.91646834 0.02649961
4265.693530 0.90497702 0.02821527
4265.729102 0.94039660 0.02824298
4265.764675 0.92422494 0.02898093
4265.800248 0.95914639 0.02615952
4265.835821 0.87514842 0.02459932
4265.871394 0.88288028 0.02451240
4265.906968 0.90741366 0.02489882
4265.942542 0.91346918 0.02576893
4265.978116 0.88110225 0.02371898
4266.013691 0.89612974 0.02502839
4266.049266 0.84346364 0.03030225
4266.084841 0.85885449 0.02962950
4266.120416 0.86396244 0.02645580
4266.155992 0.89936317 0.02801862
4266.191568 0.87757645 0.02656554
4266.227144 0.89154801 0.02621615
4266.262721 0.83373306 0.02659142
4266.298298 0.86397801 0.02573312
4266.333875 0.84863289 0.02348717
4266.369453 0.81692400 0.02531670
4266.405031 0.81766466 0.02452961
4266.440609 0.79360021 0.02419525
4266.476187 0.82037677 0.02806349
4266.511766 0.84064972 0.02664661
4266.547345 0.84505006 0.02713979
4266.582924 0.84472624 0.02820506
4266.618504 0.86674776 0.02519843
4266.654084 0.83950845 0.02514539
4266.689664 0.82812695 0.02762770
4266.725245 0.83051791 0.02806962
4266.760825 0.79163571 0.02663130
4266.796406 0.81992380 0.02810061
4266.831988 0.85146499 0.02650892
4266.867570 0.83426796 0.02341935
4266.903152 0.81884470 0.02828804
4266.938734 0.83381280 0.02499607
4266.974316 0.81763281 0.02741640
4267.009899 0.83065927 0.02530571
4267.045482 0.81543658 0.02470897
4267.081066 0.81506399 0.02919307
4267.116650 0.79429849 0.02759666
4267.152234 0.85374076 0.02575533
4267.187818 0.85224412 0.02531967
4267.223403 0.86518834 0.02540679
4267.258988 0.80416999 0.02857626
4267.294573 0.82849940 0.02502559
4267.330159 0.77121291 0.02577073
4267.365744 0.77229746 0.02636546
4267.401331 0.80275979 0.02868282
4267.436917 0.85523850 0.02734217
4267.472504 0.84746464 0.02760123
4267.508091 0.86089913 0.02840435
4267.543678 0.86798882 0.02548212
4267.579266 0.86544988 0.02438583
4267.614854 0.83142417 0.03043597
4267.650442 0.85355591 0.02691643
4267.686030 0.83742215 0.02984454
4267.721619 0.84319694 0.02641343
4267.757208 0.87814054 0.02622252
4267.792798 0.84196377 0.02413227
4267.828388 0.85958258 0.02571359
4267.863978 0.87474274 0.02665518
4267.899568 0.84668504 0.02677679
4267.935158 0.82464877 0.02401739
4267.970749 0.81164804 0.02433634
4268.006341 0.84680622 0.02666590
4268.041932 0.91471562 0.02622563
4268.077524 0.86573188 0.03073477
4268.113116 0.90466792 0.02488598
4268.148708 0.87225704 0.02816935
4268.184301 0.90193513 0.02697321
4268.219894 0.88745920 0.02429549
4268.255487 0.89268010 0.02513084
4268.291081 0.88310763 0.02792384
4268.326675 0.87692433 0.02774121
4268.362269 0.90991632 0.02848774
4268.397863 0.92372189 0.02601284
4268.433458 0.87265667 0.02542006
4268.469053 0.92063898 0.02540073
4268.504648 0.94389034 0.02268187
4268.540244 0.98482295 0.02643235
4268.575840 0.97343236 0.03040173
4268.611436 0.94152565 0.02785710
4268.647033 0.99762874 0.02693039
4268.682630 0.94145822 0.03021661
4268.718227 0.93489131 0.02947265
4268.753824 0.98181676 0.02767993
4268.789422 1.01546914 0.02667717
4268.825020 0.96086318 0.02935526
4268.860618 0.96801807 0.02561804
4268.896217 1.01114657 0.02341507
4268.931816 1.01077720 0.02615574
4268.967415 1.00165199 0.02369658
4269.003014 0.97565146 0.02571415
4269.038614 0.94563416 0.03328234
4269.074214 0.97053136 0.02721891
4269.109815 1.00068318 0.02595449
4269.145415 0.99151672 0.02816086
4269.181016 1.00513720 0.02525414
4269.216618 1.00091021 0.02818148
4269.252219 1.03299809 0.03003346
4269.287821 1.01546912 0.02948186
4269.323423 1.03428078 0.03051844
4269.359026 1.03478065 0.02533038
4269.394629 1.00723930 0.02630057
4269.430232 0.96071522 0.02358441
4269.465835 0.92294175 0.02992234
4269.501439 0.93201274 0.02869827
4269.537043 0.96846577 0.02347603
4269.572647 1.00282280 0.02943626
4269.608251 1.03135116 0.03034344
4269.643856 1.01779901 0.02590869
4269.679461 0.98701589 0.02741420
4269.715067 1.03134487 0.02934956
4269.750673 1.00445944 0.03063289
4269.786279 0.98282261 0.02532584
4269.821885 1.00242439 0.03100896
4269.857492 0.98733804 0.02212207
4269.893099 1.00178095 0.02435414
4269.928706 1.01188854 0.02858806
4269.964313 1.01893716 0.02881535
4269.999921 0.96949638 0.02888619
4270.035529 0.99494010 0.03006364
4270.071138 0.97260610 0.02568385
4270.106746 1.01069506 0.02526052
4270.142355 0.99802376 0.02976793
4270.177965 1.00602816 0.02953801
4270.213574 0.98972532 0.02727220
4270.249184 0.98101216 0.02873400
4270.284794 1.03931436 0.02661014
4270.320405 1.01509654 0.02607453
4270.356016 1.01050647 0.02682062
4270.391627 1.02441500 0.02451778
4270.427238 1.04239331 0.02519849
4270.462850 0.99428561 0.02976604
4270.498462 0.99058007 0.02637595
4270.534074 1.01478143 0.02680504
4270.569687 1.00450882 0.02898961
4270.605299 1.06219287 0.02657326
4270.640913 1.05026885 0.02619668
4270.676526 1.00011981 0.02531640
4270.712140 0.99217435 0.02680411
4270.747754 1.00785575 0.02771776
4270.783368 1.04665301 0.02813781
4270.818983 1.01828155 0.02855936
4270.854598 1.03453648 0.02772054
4270.890213 0.98508010 0.02754883
4270.925829 0.97676808 0.02942005
4270.961444 0.96235472 0.02692762
4270.997061 0.99747813 0.02682360
4271.032677 1.01974633 0.02844114
4271.068294 1.03074519 0.02764859
4271.103911 0.99941626 0.02711305
4271.139528 1.04563435 0.02778201
4271.175146 1.01433530 0.02650386
4271.210764 1.03022504 0.02500624
4271.246382 1.01472443 0.02557636
4271.282000 0.99961477 0.02994209
4271.317619 1.01044967 0.02664999
4271.353238 0.99073794 0.02704851
4271.388858 1.03830874 0.02322634
4271.424477 1.06030860 0.02500360
4271.460097 0.99686454 0.02577288
4271.495718 1.02319269 0.03017276
4271.531338 1.04747916 0.02674813
4271.566959 1.01573880 0.02245840
4271.602580 0.97473812 0.02876609
4271.638202 0.98876605 0.02852197
4271.673824 0.99341940 0.02872657
4271.709446 1.07204821 0.02423568
4271.745068 1.03195874 0.02659307
4271.780691 1.04625278 0.02792318
4271.816314 1.02366029 0.02821906
4271.851937 0.98779844 0.02486560
4271.887560 0.97683683 0.02613767
4271.923184 1.00408208 0.02498535
4271.958808 0.96417558 0.02913903
4271.994433 0.97398362 0.02695301
4272.030058 1.00380476 0.02690894
4272.065683 0.99028358 0.02548692
4272.101308 1.03281681 0.02740631
4272.136934 1.01601082 0.02448650
4272.172560 0.99825336 0.02660002
4272.208186 1.03570201 0.02722015
4272.243812 1.03749024 0.02641459
4272.279439 1.02977056 0.02736693
4272.315066 1.05157756 0.02628404
4272.350694 1.00671991 0.02860873
4272.386321 1.03407863 0.02396873
4272.421949 0.99890561 0.02915573
4272.457578 1.04283210 0.02705540
4272.493206 1.02924890 0.02500636
4272.528835 0.99500741 0.02878079
4272.564465 1.07673957 0.02677558
4272.600094 1.05220919 0.02487778
4272.635724 1.08361045 0.03004063
4272.671354 1.00166963 0.02706152
4272.706984 1.00814306 0.02973019
4272.742615 0.98724085 0.02551640
4272.778246 1.00176663 0.02624216
4272.813877 1.02968079 0.02531394
4272.849509 0.99419609 0.02821987
4272.885141 1.02909634 0.02543895
4272.920773 1.01253714 0.03167003
4272.956405 1.02717467 0.02944801
4272.992038 1.04335685 0.02466729
4273.027671 0.99042153 0.02541995
4273.063305 1.03627745 0.02492976
4273.098938 1.02717820 0.02745900
4273.134572 1.07417057 0.02662461
4273.170206 1.05105345 0.02669535
4273.205841 1.01566595 0.02706533
4273.241476 1.03730860 0.02391368
4273.277111 0.97489964 0.02627129
4273.312746 1.01453583 0.02771448
4273.348382 1.03335515 0.02296500
4273.384018 1.03339285 0.02544153
4273.419655 1.04319427 0.02702879
4273.455291 1.04728567 0.02800526
4273.490928 1.03574000 0.02927140
4273.526565 1.01948504 0.02732280
4273.562203 0.98456328 0.02569086
4273.597841 1.00478452 0.02642624
4273.633479 0.97161419 0.02365553
4273.669117 0.99724915 0.02585040
4273.704756 0.96396018 0.02904140
4273.740395 0.99041523 0.02502422
4273.776034 1.01239879 0.02681062
4273.811674 1.04193453 0.02702087
4273.847314 1.01724078 0.02611221
4273.882954 0.99655976 0.02546814
4273.918594 1.02866906 0.02491139
4273.954235 1.03359445 0.02638984
4273.989876 0.97617496 0.02680046
4274.025518 0.98849961 0.02803612
4274.061159 0.96215414 0.02827716
4274.096801 1.00091816 0.02456149
4274.132444 1.01826244 0.02622504
4274.168086 1.05658909 0.02434532
4274.203729 1.03967420 0.02550039
4274.239372 0.98745432 0.02899331
4274.275016 1.00845038 0.02424730
4274.310660 1.04428489 0.02230378
4274.346304 1.01248436 0.02583126
4274.381948 1.05273316 0.02345402
4274.417593 1.03933193 0.02501670
4274.453238 0.99994184 0.02773773
4274.488883 0.96580251 0.02755877
4274.524528 0.99039008 0.02579754
4274.560174 1.05138574 0.02641266
4274.595820 1.04525224 0.02886964
4274.631467 1.01214210 0.02826200
4274.667114 1.03189042 0.02576486
4274.702761 1.02681524 0.02653207
4274.738408 0.96405833 0.03183664
4274.774056 0.99320346 0.02688177
4274.809703 0.98913957 0.02442422
4274.845352 0.99743154 0.02931355
4274.881000 0.98491839 0.02318881
4274.916649 0.99941693 0.02335598
4274.952298 1.05154317 0.02363170
4274.987948 1.00832739 0.02524284
4275.023597 1.02324149 0.02585887
4275.059247 0.99873066 0.02556266
4275.094898 1.03608553 0.02504870
4275.130548 1.01762848 0.03006058
4275.166199 1.00026676 0.02857608
4275.201850 1.00499421 0.02535488
4275.237502 1.05540235 0.02497803
4275.273154 1.04502602 0.02692343
4275.308806 1.03609895 0.02495604
4275.344458 1.00844794 0.02319639
4275.380111 1.03688867 0.02317934
4275.415764 1.02938365 0.02694823
4275.451417 1.05082257 0.02461938
4275.487071 1.01242817 0.02491899
4275.522724 1.00879017 0.02634946
4275.558379 0.98548362 0.02967756
4275.594033 1.00171834 0.02574499
4275.629688 1.03466684 0.02747759
4275.665343 1.00735422 0.02636687
4275.700998 1.04169312 0.02625069
4275.736654 1.03239665 0.02715785
